,Cuit,Empresa / Razón Social,Región,Provincia,Localidad,Número De Acto,Fecha Del Acto Administrativo,Fecha En Boletín Oficial,tamaño
726,30709950564,KYAS S.R.L.,,Entre Ríos,,,,,
727,30672138767,L Y M INGENIERIA SRL,,Mendoza,,,,,Micro
729,30717421708,LAB 9 S. A. S.,,Tucumán,,,,,
732,30716280175,LAMANSYS,,Buenos Aires,,,,,
733,33715743669,LAMBDA SAS,,Capital Federal,,,,,
735,30716056208,LATECH FACTORY,,Capital Federal,,,,,
736,33712201229,LATINDA S.A.,,Capital Federal,,,,,
739,30712483888,LEONDATE S.R.L.,,Capital Federal,,,,,Pequeña
740,30716967871,LINK TECH S.A.,,Capital Federal,,,,,
741,30710946147,LINKSIDE SOCIEDAD ANONIMA,,Buenos Aires,,,,,
742,30717811816,LIOT S.A.,,Buenos Aires,,,,,
745,30714072133,M3C SOFTWARE S.R.L,,Santa Fe,,,,,
746,30682379924,MAGIC SOFTWARE ARGENTINA S.A. (GRUPO MSA),,Capital Federal,,,,,
747,30714205214,MAGNETICO SA,,Capital Federal,,,,,
748,30710096607,MATIKA S.A,,Capital Federal,,,,,
749,33710236629,MAVHA SOCIEDAD ANONIMA,,Santa Fe,,,,,
751,30692323471,MCAFEE ARGENTINA S.A.,,Córdoba,,,,,
752,30716415453,MED ARGENTINA S.A.S,,Córdoba,,,,,Micro
753,30716024012,MEDEATEC ARGENTINA,,Buenos Aires,,,,,
754,30714018708,MEDVE S.R.L.,,Capital Federal,,,,,
755,30709128651,MEGADIST S.R.L.,,Santa Fe,,,,,
756,30677361480,MEGATRANS SA,,Capital Federal,,,,,
757,30716130955,MH SYSTEMS S.R.L,,Salta,,,,,
758,30709395129,MICRACEL SA,,Neuquén,,,,,
759,33702192329,MINDER S.A.,,Buenos Aires,,,,,
760,30714595888,MINEXUS S.A.S.,,San Juan,,,,,
761,30716255723,MINIHOTEL SOFTWARE SOLUTION S.A.S.,,Córdoba,,,,,
762,30621564028,MITROL SRL,,Capital Federal,,,,,
763,30679023906,MOBILE SYSTEMS SUDAMERICANA S A,,Capital Federal,,,,,
764,30707488197,MOBILENIK SA,,Capital Federal,,,,,
765,30716658879,MOONDESK S.A.S,,Mendoza,,,,,
766,33716247339,MOVIZEN S.A.S.,,Santa Fe,,,,,
767,30715394428,MOX IT S.R.L,,Buenos Aires,,,,,
768,30717133419,MPS IT S.R.L.,,Capital Federal,,,,,
769,30716417898,MULTISOFT ENTERPRISE S.A.S,,Córdoba,,,,,
770,30707189610,MUNDO CELULAR ARGENTINA S.A.,,Capital Federal,,,,,Grande
771,30716259443,MUTTDATA S.A.S.,,Capital Federal,,,,,
773,33621364559,NACION SERVICIOS S A,,Capital Federal,,,,,
774,30717221326,NDV SISTEMAS S. A.,,Santa Fe,,,,,
775,33716650389,NEOS TECH S.A.S.,,Córdoba,,,,,
776,30708184736,NEOTEL S.R.L,,Capital Federal,,,,,
778,33716693649,NETONE TECH S.A.,,Buenos Aires,,,,,
779,30717125947,NEURONIC S.R.L,,Santa Fe,,,,,
780,30716978733,NEWEX,,Capital Federal,,,,,
781,33710897919,NEWSOL GROUP S.R.L.,,Capital Federal,,,,,
782,30709020850,NIJAMKIN Y SOBRERO CONSULTORES SRL,,Capital Federal,,,,,Micro
783,30716023504,NOCALO S.A.S.,,Córdoba,,,,,Micro
785,30717627438,NODAROS S. R. L.,,Santa Fe,,,,,
788,33691697199,"NOVASYS SOCIEDAD DE RESPONSABILIDAD
LIMITADA",,Capital Federal,,,,,
789,30716113740,NUBIRAL SA,,Capital Federal,,,,,
790,30709368555,NUCLEUS S.A,,Santa Fe,,,,,
791,30716837862,O Y D SRL,,La Rioja,,,,,Micro
793,30716983672,OKAPII,,Capital Federal,,,,,
794,30708081112,OLEIROS S.A..,,Buenos Aires,,,,,
795,30716476215,ON FOCUS S.A.S.,,Córdoba,,,,,
796,30715960555,ONCOLOGIA INTEGRAL RIO IV S.A.S.,,Córdoba,,,,,Pequeña
797,30712378057,ONDISS SA,,Capital Federal,,,,,
798,30707653856,ONIX BUENOS AIRES S.A,,Capital Federal,,,,,
799,30716794748,OPEN PASS S.A.,,Capital Federal,,,,,
800,30716210576,OPENDEV SOLUTIONS S.A.,,Capital Federal,,,,,
801,30715516388,OPENIX SRL,,Jujuy,,,,,
802,30717265641,ORIGAMI SOFTWARE S. A. S.,,Mendoza,,,,,
803,30716576694,OTTECH ARG SAS,,Capital Federal,,,,,Micro
804,30709121312,OXIRIUM SA,,Capital Federal,,,,,
805,30711792186,PAGO VIRTUAL DEL SUR S.A,,Buenos Aires,,,,,
807,30717475360,PAYGOAL FINTECH S.A.,,Capital Federal,,,,,
808,30716731959,PE Y PE DATOS ANALYTICS SOCIEDAD ANONIMA,,Córdoba,,,,,
809,30717209237,PENTALOGIC S. A.,,"Santiago del
Estero",,,,,
811,30714205575,PERSAT SRL,,Capital Federal,,,,,
812,30716011980,PI CONSULTING S.A.S.,,Córdoba,,,,,
813,30717402215,PIERCE COMMERCE SA,,Capital Federal,,,,,
814,30717081087,PIX DEL SUR S.A.,,Buenos Aires,,,,,Micro
815,33716243929,PIZIA S.A.S.,,Córdoba,,,,,
817,30715810766,POSEIDON SAS,,Capital Federal,,,,,
818,30709854948,POSSUMUS SRL,,Mendoza,,,,,
819,30710410867,PRAGMATICA S.R.L,,Neuquén,,,,,
820,30710079990,PRESMIA SRL,,Capital Federal,,,,,
822,30717164330,PRIMETEC,,Capital Federal,,,,,
823,30709901474,PRISMA SOLUCIONES TECNOLOGICAS S.R.L.,,Capital Federal,,,,,
824,33708728239,"PROGUIDE SOCIEDAD DE RESPONSABILIDAD
LIMITADA",,Capital Federal,,,,,
825,30715364650,PROMAKER INC S.R.L.,,Capital Federal,,,,,
826,33710316509,PROMOTIVE S.A.,,Capital Federal,,,,,
830,30716676745,PSIWARE S.R.L.,,Santa Fe,,,,,
831,30709236470,PUNTO NET SOLUCIONES S R L,,Córdoba,,,,,
833,30717125742,Q LAB TESTING,,Capital Federal,,,,,
834,33712503829,Q SOLUTIONS S.A.,,Buenos Aires,,,,,
835,30717080447,QACTIONS S.R.L,,Capital Federal,,,,,
836,33710934849,QKSTUDIO SRL,,Capital Federal,,,,,
838,30710289545,QTECH SOLUCIONES INFORMATICAS S.R.L.,,Capital Federal,,,,,
839,30711929475,QUARES S.R.L,,Capital Federal,,,,,
840,30715318039,QUBITS SRL,,Córdoba,,,,,
841,30715360590,R2 SOFTWARE S.R.L.,,Capital Federal,,,,,
843,30717489981,RAKKAU,,Capital Federal,,,,,
844,30717344622,REALITEAM S.A.S.,,Córdoba,,,,,
846,30715266004,REDMOND TEC S.A.,,Capital Federal,,,,,
847,30716893509,REGENTE IT S.R.L.,,Santa Fe,,,,,Micro
848,30717763285,RELATIVIT S.A.,,Capital Federal,,,,,
849,30716431661,RESOLUTION 8 SOFTWARE S.A.S.,,Córdoba,,,,,
850,30716523264,RESSYS IT STUDIO S.A.S.,,Chaco,,,,,Micro
851,30717552136,ROCHACONSULTING S.A.S.,,Córdoba,,,,,
852,30716221659,ROOFTOP DEVLAB S.A.S.,,Córdoba,,,,,
853,30714716375,RUNAID SRL,,San Luis,,,,,
854,30709787787,SBI TECHNOLOGY S.R.L,,Santa Fe,,,,,
855,30716536595,SEED INGENIERIA S.A.S.,,Santa Fe,,,,,
856,30710607237,SEINCOMP INFORMATICA S.R.L,,Buenos Aires,,,,,
858,30710342268,SERVICIOS COMPUTABLES SA,,Capital Federal,,,,,
859,30710365926,SERVICIOS Y SISTEMAS DE POST-VENTA S.A,,Capital Federal,,,,,
860,30715633821,SETUP S.R.L.,,Santa Fe,,,,,
862,30716804778,SHIFTA,,Capital Federal,,,,,
863,30717525422,SHOP365 S. R. L.,,Santa Fe,,,,,Micro
864,30715026976,SIMA SOFTWARE S.A.,,Buenos Aires,,,,,
865,30716633272,SIMPLE SOLUTIONS S.A.,,Capital Federal,,,,,
866,30716914700,SINTH S.A.,,Córdoba,,,,,
867,30714495441,SISTEC S.R.L.,,Tucumán,,,,,
868,30715334611,SISTEMA INTEGRAL DE CONSORCIOS S.A,,Capital Federal,,,,,Pequeña
870,30717822613,SJL & ASOCIADOS S. R. L.,,Tierra del Fuego,,,,,
871,30716098539,SK SOFTWARE S.A.S.,,Córdoba,,,,,
872,30717149188,SMART BRIDGE COMPANY S.R.L,,Capital Federal,,,,,
873,30716876213,SMART DIGITAL DOCUMENTS S A,,Capital Federal,,,,,
874,30711406154,SMARTMATION S.A,,Capital Federal,,,,,
875,33710359909,SMARTWAY SRL,,Capital Federal,,,,,
876,30709093297,SOFTGUARD TECH DE ARGENTINA S.A.,,Capital Federal,,,,,
877,30717466531,SOFTWARE MAKERS S. A. S.,,San Juan,,,,,
878,30716873613,SOLUCIONES IOT S.A,,Capital Federal,,,,,Micro
879,30714687650,SOLUCIONES ONLINE S.A.,,Capital Federal,,,,,Pequeña
880,33707521509,SOLUCIONES TECNOLOGICAS APTEK SA,,Capital Federal,,,,,
882,33715320199,SOOFT GLOBAL S.A.,,Córdoba,,,,,
883,30712222804,SOULIT S.A.,,Capital Federal,,,,,
884,30709701602,SOUTHWARD SOLUTIONS SRL,,Buenos Aires,,,,,
885,30715160141,STARK SOLUTION SRL,,Buenos Aires,,,,,
887,33710258479,STRATEGY ZONE SA,,Córdoba,,,,,Micro
888,30710480857,SUMMANT TECHNOLOGIES S.R.L.,,Capital Federal,,,,,
889,30716488922,SURI GESTION,,Capital Federal,,,,,
890,30710278500,SURIS UNION SRL,,Capital Federal,,,,,
891,30717231208,SYLOPER,,Santa Fe,,,,,
892,30711893136,SYSONE S.A.,,Capital Federal,,,,,
893,30612638841,SYSTEMS MANAGEMENT SPECIALIST SA,,Capital Federal,,,,,
894,30712051252,TACTIVOS S.R.L.,,Capital Federal,,,,,
895,30715914359,TALLY S.A.S,,San Juan,,,,,Micro
896,30716627531,TAP BILLETERA S.A.,,Capital Federal,,,,,
898,30648768830,TEAM QUALITY S.A.,,Capital Federal,,,,,
899,30676040435,TEAM SOFT SRL,,Capital Federal,,,,,Micro
900,30710730209,TEBYON CONSULTING S.R.L.,,Capital Federal,,,,,
901,30716890712,TECH HELPERS S.R.L.,,Capital Federal,,,,,Micro
902,30715395432,TECHMOB S.A.,,Capital Federal,,,,,
904,30686181681,TECNOLOGIA Y DESARROLLO INFORMATICO SRL,,Capital Federal,,,,,
905,30717612279,TECNOLOGIAS WAI S.A.,,Capital Federal,,,,,
907,30708929480,TEK S R L,,Santa Fe,,,,,
908,30713691107,TELECOMUNICACIONES UNIFICADAS SRL,,Córdoba,,,,,
909,30711361983,TEMA CONSULTING S.R.L.,,Capital Federal,,,,,
911,30623356090,TESIN SRL,,Capital Federal,,,,,Micro
912,30711761116,THE APP MASTER S.R.L.,,Capital Federal,,,,,
914,30715751255,THEEYE SAS,,Capital Federal,,,,,
915,33715639209,THROGS S.R.L.,,Córdoba,,,,,Micro
916,30717106861,TOKENIZA2 S.A.S.,,Córdoba,,,,,Micro
917,30717087514,TORRADO DESARROLLOS S.A,,Capital Federal,,,,,
918,30717270505,TQ DESARROLLADORES S.A.S.,,Capital Federal,,,,,
919,30716037009,TRADESPARK S.R.L,,Capital Federal,,,,,
920,30715427989,TRAVELPAQ SRL EN FORMACION,,San Juan,,,,,Micro
923,30716827913,TRIFACTA S.R.L,,Capital Federal,,,,,
924,30709202193,TRIMIX S.R.L.,,Córdoba,,,,,
925,30716719533,TRINWORK S.A.S.,,Córdoba,,,,,Micro
926,30715774530,TUPACA SAS,,Capital Federal,,,,,
927,30714240540,UBIAR S.R.L.,,Santa Fe,,,,,
929,33715456279,UNDERSCOPE S.R.L,,Capital Federal,,,,,
932,30714504742,VAREGOS SRL,,Capital Federal,,,,,
933,30711467293,VERTICALL S.A.,,Córdoba,,,,,
934,30701252728,VIDEOSWITCH S.R.L.,,Capital Federal,,,,,
936,33711131669,VODEMIA SRL,,Santa Fe,,,,,
938,30710416636,VU SECURITY S.A.,,Capital Federal,,,,,
939,33716455969,W3 ITS,,Capital Federal,,,,,
940,33712090389,WES S.A.S,,San Juan,,,,,
941,30716359316,WETALENT S.A.S,,Córdoba,,,,,
943,33716421479,WIGOU SAS,,Santa Fe,,,,,
944,30716838508,WIPPIE SOCIEDAD POR ACCIONES SIMPLIFICADA,,Córdoba,,,,,
945,30710687389,WIRSOLUT S.A.,,Capital Federal,,,,,
946,30715187392,WITBOR ARGENTINA S.R.L,,Capital Federal,,,,,
948,33717060569,WYNGES S.A.S,,Santa Fe,,,,,
949,30716813815,XUBIT,,Capital Federal,,,,,
950,30717538907,XYCLON SRL,,Capital Federal,,,,,
951,30708749415,YEL INFORMATICA S.A.,,Capital Federal,,,,,
952,30711277257,YOIZEN S.A,,Capital Federal,,,,,
